state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
NM,10/27/2020,15,19,377,329,6,2
NV,10/27/2020,5,6,547,484,5,3
NY,10/27/2020,16,14,"1,948","1,149",79,19
OH,10/27/2020,24,29,"1,755","1,438",80,6
OK,10/27/2020,42,52,855,794,18,12
OR,10/27/2020,4,4,251,139,9,1
PA,10/27/2020,20,22,"1,752","1,398",39,13
PR,10/27/2020,6,6,430,292,34,4
RI,10/27/2020,2,2,168,166,1,1
SC,10/27/2020,40,42,777,633,5,3
SD,10/27/2020,11,13,405,399,2,2
TN,10/27/2020,20,27,"1,532","1,412",7,4
TX,10/27/2020,117,137,"6,300","5,674",70,44
UT,10/27/2020,6,8,315,313,12,12
VA,10/27/2020,31,39,"1,028",711,25,7
VI,10/27/2020,1,2,3,3,0,0
VT,10/27/2020,1,1,7,4,0,0
WA,10/27/2020,10,18,426,325,2,2
WI,10/27/2020,39,38,"1,641","1,506",18,8
WV,10/27/2020,10,15,344,274,4,1
WY,10/27/2020,7,7,113,105,0,0
AK,10/26/2020,3,4,80,57,1,0
AL,10/26/2020,32,35,"1,059",967,22,12
AR,10/26/2020,30,34,668,591,15,3
AZ,10/26/2020,23,26,"1,090",589,6,4
CA,10/26/2020,59,81,"2,997","2,348",31,21
CO,10/26/2020,5,6,618,499,16,10
CT,10/26/2020,7,7,399,291,6,2
DC,10/26/2020,2,2,159,124,14,3
DE,10/26/2020,2,2,141,125,2,1
FL,10/26/2020,14,20,"2,775","2,442",31,22
GA,10/26/2020,32,45,"1,756","1,413",62,15
HI,10/26/2020,2,3,82,63,0,0
IA,10/26/2020,6,8,587,559,7,4
ID,10/26/2020,2,2,282,260,5,4
IL,10/26/2020,26,27,"2,809","2,180",49,17
IN,10/26/2020,21,23,"1,668","1,222",10,2
KS,10/26/2020,24,36,492,416,3,2
KY,10/26/2020,1,9,932,805,11,3
LA,10/26/2020,40,44,566,"1,131",9,3
MA,10/26/2020,3,2,476,335,11,3
MD,10/26/2020,8,9,733,460,6,1
ME,10/26/2020,8,7,35,15,0,0
MI,10/26/2020,11,9,"1,466","1,248",14,8
MN,10/26/2020,25,26,770,670,18,13
MO,10/26/2020,45,53,"1,473","1,298",27,15
MS,10/26/2020,22,25,607,570,6,2
MT,10/26/2020,15,15,380,361,2,0
NC,10/26/2020,2,4,"1,596","1,169",37,12
ND,10/26/2020,17,20,307,291,2,0
NE,10/26/2020,13,19,460,429,1,0
NH,10/26/2020,3,5,50,26,1,1
NJ,10/26/2020,10,10,966,799,25,3
NM,10/26/2020,14,16,356,308,5,1
NV,10/26/2020,6,7,551,486,5,3
NY,10/26/2020,15,14,"1,805","1,130",98,21
OH,10/26/2020,23,26,"1,728","1,374",64,5
OK,10/26/2020,42,55,863,808,16,14
OR,10/26/2020,3,6,229,131,8,0
PA,10/26/2020,21,24,"1,623","1,327",21,8
PR,10/26/2020,9,9,389,269,31,7
RI,10/26/2020,2,2,162,160,1,1
SC,10/26/2020,40,42,750,662,3,2
SD,10/26/2020,11,14,388,384,5,3
TN,10/26/2020,21,28,"1,534","1,414",8,5
TX,10/26/2020,119,137,"6,113","5,513",72,43
UT,10/26/2020,6,8,298,297,12,12
VA,10/26/2020,31,39,"1,023",723,22,8
VI,10/26/2020,1,2,2,2,2,0
VT,10/26/2020,1,1,9,3,0,0
WA,10/26/2020,11,17,416,321,3,2
WI,10/26/2020,40,38,"1,570","1,459",18,6
WV,10/26/2020,11,15,335,269,3,1
WY,10/26/2020,7,7,115,103,1,0
AK,10/25/2020,3,4,67,51,2,1
AL,10/25/2020,34,37,"1,112",956,19,13
AR,10/25/2020,28,37,670,606,16,5
AZ,10/25/2020,26,30,835,580,12,2
CA,10/25/2020,58,72,"2,972","2,286",31,22
CO,10/25/2020,5,6,586,500,21,12
CT,10/25/2020,7,7,391,274,6,2
DC,10/25/2020,2,2,156,113,13,4
DE,10/25/2020,3,4,146,133,3,0
FL,10/25/2020,14,20,"2,628","2,389",39,31
GA,10/25/2020,33,44,"1,656","1,329",65,10
HI,10/25/2020,1,2,82,64,1,1
IA,10/25/2020,4,9,584,556,3,2
ID,10/25/2020,3,3,255,244,6,5
IL,10/25/2020,24,26,"2,703","2,071",64,26
IN,10/25/2020,21,25,"1,616","1,177",18,2
KS,10/25/2020,26,36,502,438,7,4
KY,10/25/2020,2,8,898,787,16,7
LA,10/25/2020,40,45,550,"1,125",7,1
MA,10/25/2020,6,6,493,318,11,6
MD,10/25/2020,7,9,731,445,3,1
ME,10/25/2020,6,7,20,11,2,0
MI,10/25/2020,10,8,"1,355","1,153",10,8
MN,10/25/2020,26,26,740,620,22,14
MO,10/25/2020,42,54,"1,439","1,251",28,13
MS,10/25/2020,24,29,613,569,10,4
MT,10/25/2020,15,16,340,326,1,0
NC,10/25/2020,3,5,"1,528","1,133",26,9
ND,10/25/2020,17,20,290,283,3,0
NE,10/25/2020,12,18,442,409,0,16
NH,10/25/2020,4,6,47,23,0,0
NJ,10/25/2020,11,12,989,773,23,4
NM,10/25/2020,14,16,389,346,6,1
NV,10/25/2020,6,7,524,469,5,3
NY,10/25/2020,13,14,"1,758","1,099",67,18
OH,10/25/2020,24,28,"1,631","1,321",50,5
OK,10/25/2020,42,57,877,815,20,14
OR,10/25/2020,3,5,240,137,8,0
PA,10/25/2020,24,26,"1,595","1,280",26,5
PR,10/25/2020,9,9,396,236,38,3
RI,10/25/2020,2,2,163,158,1,1
SC,10/25/2020,39,42,720,598,5,2
SD,10/25/2020,10,13,375,366,7,5
TN,10/25/2020,18,27,"1,503","1,380",9,4
TX,10/25/2020,108,128,"5,841","5,311",74,43
UT,10/25/2020,6,7,279,278,11,11
VA,10/25/2020,32,42,992,699,24,7
VI,10/25/2020,1,2,2,2,2,0
VT,10/25/2020,1,1,2,3,0,0
WA,10/25/2020,9,16,407,301,2,2
WI,10/25/2020,31,32,"1,491","1,387",14,5
WV,10/25/2020,14,16,340,258,1,1
WY,10/25/2020,6,6,115,105,1,0
AK,10/24/2020,3,4,65,51,1,1
AL,10/24/2020,35,37,"1,090",938,26,17
AR,10/24/2020,29,38,682,573,21,7
AZ,10/24/2020,28,29,831,584,11,3
CA,10/24/2020,55,72,"2,928","2,254",37,24
CO,10/24/2020,6,6,572,491,28,10
CT,10/24/2020,7,7,361,250,8,3
DC,10/24/2020,2,2,147,111,12,4
DE,10/24/2020,3,4,150,129,4,0
FL,10/24/2020,13,20,"2,592","2,351",41,29
GA,10/24/2020,35,45,"1,689","1,336",67,12
HI,10/24/2020,1,2,87,66,1,1
IA,10/24/2020,7,9,565,540,5,2
ID,10/24/2020,3,3,265,251,3,3
IL,10/24/2020,24,25,"2,682","2,054",71,25
IN,10/24/2020,20,26,"1,639","1,159",22,2
KS,10/24/2020,27,37,516,451,4,3
KY,10/24/2020,2,8,875,758,14,6
LA,10/24/2020,41,47,539,"1,120",8,1
MA,10/24/2020,6,6,480,301,8,5
MD,10/24/2020,6,7,718,435,3,0
ME,10/24/2020,6,7,22,11,2,0
MI,10/24/2020,10,8,"1,335","1,104",9,8
MN,10/24/2020,26,26,728,597,24,14
MO,10/24/2020,44,54,"1,422","1,240",23,10
MS,10/24/2020,26,30,615,563,15,6
MT,10/24/2020,15,16,351,334,1,0
NC,10/24/2020,2,4,"1,387","1,074",26,13
ND,10/24/2020,18,20,302,292,2,0
NE,10/24/2020,11,19,439,406,3,16
NH,10/24/2020,4,6,50,22,1,0
NJ,10/24/2020,12,12,922,720,23,4
NM,10/24/2020,15,17,399,342,8,3
NV,10/24/2020,5,6,529,450,3,3
NY,10/24/2020,13,14,"1,792","1,053",59,16
OH,10/24/2020,24,28,"1,675","1,322",52,7
OK,10/24/2020,45,60,854,816,21,18
OR,10/24/2020,3,5,237,136,7,0
PA,10/24/2020,26,25,"1,623","1,282",19,2
PR,10/24/2020,9,9,424,302,37,5
RI,10/24/2020,2,2,155,154,3,3
SC,10/24/2020,39,42,715,594,10,3
SD,10/24/2020,10,13,358,346,5,3
TN,10/24/2020,18,26,"1,502","1,367",10,3
TX,10/24/2020,105,127,"5,877","5,221",86,52
UT,10/24/2020,6,7,286,282,10,10
VA,10/24/2020,31,40,944,673,19,6
VI,10/24/2020,1,2,3,3,3,0
VT,10/24/2020,1,1,3,2,0,0
WA,10/24/2020,10,17,392,293,3,2
WI,10/24/2020,34,33,"1,452","1,323",13,6
WV,10/24/2020,13,17,340,261,1,1
WY,10/24/2020,6,6,109,95,3,0
AK,10/23/2020,4,4,66,57,1,1
AL,10/23/2020,32,36,"1,082",905,15,13
AR,10/23/2020,29,39,664,576,14,7
AZ,10/23/2020,26,30,836,572,7,1
CA,10/23/2020,59,72,"2,978","2,343",36,25
CO,10/23/2020,5,6,562,468,26,10
CT,10/23/2020,7,7,369,242,11,2
DC,10/23/2020,2,2,152,112,9,2
DE,10/23/2020,3,4,153,129,1,0
FL,10/23/2020,15,21,"2,548","2,286",30,22
GA,10/23/2020,32,47,"1,764","1,387",73,18
HI,10/23/2020,1,2,83,64,1,1
IA,10/23/2020,7,8,569,543,4,3
ID,10/23/2020,3,3,270,261,4,3
IL,10/23/2020,22,26,"2,659","1,957",69,22
IN,10/23/2020,20,24,"1,652","1,206",18,2
KS,10/23/2020,27,39,510,444,5,3
KY,10/23/2020,3,10,881,754,23,5
LA,10/23/2020,41,47,543,"1,125",1,1
MA,10/23/2020,7,6,481,302,9,5
MD,10/23/2020,7,7,732,448,8,0
ME,10/23/2020,8,8,22,9,0,0
MI,10/23/2020,15,8,"1,256","1,055",10,9
MN,10/23/2020,27,26,703,587,24,14
MO,10/23/2020,44,54,"1,468","1,239",26,12
MS,10/23/2020,27,31,614,568,12,5
MT,10/23/2020,15,17,371,354,5,0
NC,10/23/2020,2,4,"1,457","1,105",32,9
ND,10/23/2020,19,20,315,295,2,0
NE,10/23/2020,13,20,440,408,1,16
NH,10/23/2020,3,5,41,16,1,0
NJ,10/23/2020,13,12,910,700,24,6
NM,10/23/2020,13,16,299,244,6,1
NV,10/23/2020,6,7,535,463,3,4
NY,10/23/2020,14,14,"1,831","1,132",53,17
OH,10/23/2020,17,20,"1,679","1,354",47,4
OK,10/23/2020,48,59,913,845,20,17
OR,10/23/2020,4,6,214,138,7,0
PA,10/23/2020,25,24,"1,553","1,254",17,9
PR,10/23/2020,9,9,414,271,29,6
RI,10/23/2020,3,3,153,152,3,3
SC,10/23/2020,40,43,733,597,9,2
SD,10/23/2020,11,14,358,338,3,3
TN,10/23/2020,32,27,"1,509","1,387",10,4
TX,10/23/2020,111,133,"5,653","5,028",70,34
UT,10/23/2020,5,6,296,285,12,12
VA,10/23/2020,31,40,911,664,20,4
VI,10/23/2020,1,2,3,3,3,0
VT,10/23/2020,1,1,3,1,0,0
WA,10/23/2020,11,16,394,276,9,6
WI,10/23/2020,33,34,"1,523","1,335",20,9
WV,10/23/2020,13,17,326,250,2,1
WY,10/23/2020,6,6,93,84,1,0
AK,10/22/2020,3,4,79,60,8,0
AL,10/22/2020,31,35,"1,019",875,20,15
AR,10/22/2020,30,37,694,585,16,10
AZ,10/22/2020,25,28,810,544,8,2
CA,10/22/2020,61,80,"3,004","2,362",38,26
CO,10/22/2020,5,6,539,443,25,9
CT,10/22/2020,7,7,368,242,5,2
DC,10/22/2020,2,2,146,108,12,1
DE,10/22/2020,3,4,151,134,2,1
FL,10/22/2020,15,21,"2,486","2,249",23,17
GA,10/22/2020,33,46,"1,666","1,371",63,15
HI,10/22/2020,1,2,85,73,1,1
IA,10/22/2020,6,6,554,530,9,4
ID,10/22/2020,3,3,259,243,3,3
IL,10/22/2020,22,22,"2,614","1,828",84,32
IN,10/22/2020,19,23,"1,545","1,137",16,2
KS,10/22/2020,26,37,495,429,5,2
KY,10/22/2020,3,8,857,726,22,5
LA,10/22/2020,41,47,566,"1,140",8,1
MA,10/22/2020,7,6,487,307,12,5
MD,10/22/2020,8,8,756,470,12,0
ME,10/22/2020,9,7,22,7,0,0
MI,10/22/2020,12,7,"1,209","1,026",14,9
MN,10/22/2020,24,26,709,584,26,12
MO,10/22/2020,49,55,"1,465","1,254",24,11
MS,10/22/2020,25,30,657,608,10,4
MT,10/22/2020,17,18,375,363,4,1
NC,10/22/2020,3,5,"1,431","1,094",35,10
ND,10/22/2020,19,20,315,294,1,0
NE,10/22/2020,13,20,426,395,7,3
NH,10/22/2020,3,5,48,13,1,0
NJ,10/22/2020,12,12,898,667,23,5
NM,10/22/2020,15,17,317,258,7,1
NV,10/22/2020,6,8,489,455,6,4
NY,10/22/2020,13,13,"1,785","1,120",55,18
OH,10/22/2020,22,26,"1,649","1,330",54,4
OK,10/22/2020,43,60,927,866,21,15
OR,10/22/2020,4,6,214,142,9,5
PA,10/22/2020,23,24,"1,525","1,228",34,10
PR,10/22/2020,9,9,428,289,34,6
RI,10/22/2020,2,2,145,145,1,1
SC,10/22/2020,40,43,723,598,5,2
SD,10/22/2020,11,14,342,334,6,2
TN,10/22/2020,29,26,"1,513","1,353",9,6
TX,10/22/2020,110,131,"5,750","5,071",90,53
UT,10/22/2020,4,3,304,299,11,10
VA,10/22/2020,30,39,"1,001",779,12,6
VI,10/22/2020,1,2,3,3,3,0
VT,10/22/2020,2,2,7,0,0,0
WA,10/22/2020,12,16,393,295,21,6
WI,10/22/2020,38,32,"1,571","1,333",13,9
WV,10/22/2020,13,16,304,233,3,1
WY,10/22/2020,6,6,94,84,1,1
AK,10/21/2020,3,4,71,51,0,0
AL,10/21/2020,31,34,"1,004",874,19,14
AR,10/21/2020,30,39,697,584,13,8
AZ,10/21/2020,23,27,828,520,14,1
CA,10/21/2020,63,75,"3,011","2,368",41,18
CO,10/21/2020,5,7,541,423,25,8
CT,10/21/2020,7,7,362,232,7,4
DC,10/21/2020,2,2,148,111,13,0
DE,10/21/2020,3,4,164,137,2,1
FL,10/21/2020,15,22,"2,506","2,264",27,17
GA,10/21/2020,34,45,"1,676","1,340",60,11
HI,10/21/2020,1,2,92,78,1,1
IA,10/21/2020,4,6,567,528,5,1
ID,10/21/2020,2,3,258,248,4,0
IL,10/21/2020,22,24,"2,612","1,814",95,31
IN,10/21/2020,19,22,"1,497","1,103",15,0
KS,10/21/2020,23,34,471,413,3,0
KY,10/21/2020,3,7,837,709,16,6
LA,10/21/2020,42,47,559,"1,125",11,3
MA,10/21/2020,6,6,462,297,7,5
MD,10/21/2020,9,8,749,443,12,2
ME,10/21/2020,9,7,19,7,0,0
MI,10/21/2020,12,9,"1,200","1,000",12,6
MN,10/21/2020,23,26,721,583,23,14
MO,10/21/2020,46,55,"1,502","1,287",48,15
MS,10/21/2020,22,29,649,607,8,2
MT,10/21/2020,17,18,364,356,1,0
NC,10/21/2020,2,4,"1,537","1,090",35,6
ND,10/21/2020,18,19,323,301,1,1
NE,10/21/2020,15,21,382,398,2,1
NH,10/21/2020,3,5,56,15,0,0
NJ,10/21/2020,13,13,877,783,18,5
NM,10/21/2020,12,16,258,203,1,0
NV,10/21/2020,6,7,509,443,9,7
NY,10/21/2020,15,14,"1,902","1,091",59,15
OH,10/21/2020,24,28,"1,829","1,275",60,1
OK,10/21/2020,45,60,908,843,19,12
OR,10/21/2020,5,7,209,130,6,5
PA,10/21/2020,24,24,"1,448","1,129",32,9
PR,10/21/2020,8,8,408,290,35,8
RI,10/21/2020,2,2,136,135,1,0
SC,10/21/2020,40,43,766,622,6,2
SD,10/21/2020,11,14,356,280,4,3
TN,10/21/2020,27,24,"1,513","1,366",12,4
TX,10/21/2020,105,126,"5,633","4,935",92,60
UT,10/21/2020,4,4,296,291,13,12
VA,10/21/2020,31,39,"1,021",666,17,6
VI,10/21/2020,1,2,4,4,4,0
VT,10/21/2020,2,2,5,1,0,0
WA,10/21/2020,13,16,422,301,8,5
WI,10/21/2020,33,31,"1,552","1,286",15,2
WV,10/21/2020,12,15,282,219,1,0
WY,10/21/2020,5,5,89,77,1,0
AK,10/20/2020,3,4,73,43,1,1
AL,10/20/2020,33,35,992,863,23,13
AR,10/20/2020,31,36,690,597,11,6
AZ,10/20/2020,23,25,834,535,123,113
CA,10/20/2020,59,71,"3,041","2,363",42,19
CO,10/20/2020,5,7,522,393,27,9
CT,10/20/2020,7,7,368,215,8,4
DC,10/20/2020,2,2,148,113,17,0
DE,10/20/2020,3,3,149,125,2,1
FL,10/20/2020,15,24,"2,450","2,230",41,26
GA,10/20/2020,33,45,"1,674","1,340",83,9
HI,10/20/2020,1,2,92,84,3,1
IA,10/20/2020,6,7,558,539,14,0
ID,10/20/2020,1,2,254,243,3,2
IL,10/20/2020,23,24,"2,474","1,726",100,32
IN,10/20/2020,20,25,"1,495","1,100",33,14
KS,10/20/2020,26,37,461,376,3,0
KY,10/20/2020,2,7,827,693,16,1
LA,10/20/2020,39,46,549,"1,114",11,2
MA,10/20/2020,3,2,441,302,9,6
MD,10/20/2020,8,7,794,438,10,3
ME,10/20/2020,8,7,28,10,1,0
MI,10/20/2020,11,8,"1,192",958,15,5
MN,10/20/2020,25,28,742,584,24,20
MO,10/20/2020,40,51,"1,463","1,255",27,16
MS,10/20/2020,25,28,653,605,17,0
MT,10/20/2020,14,15,352,336,1,0
NC,10/20/2020,2,4,"1,467","1,089",34,7
ND,10/20/2020,19,20,264,239,0,0
NE,10/20/2020,17,22,79,377,3,0
NH,10/20/2020,2,4,44,14,1,0
NJ,10/20/2020,10,10,864,629,15,2
NM,10/20/2020,15,15,266,220,4,0
NV,10/20/2020,7,7,548,442,3,7
NY,10/20/2020,16,14,"1,870","1,034",63,15
OH,10/20/2020,18,19,"1,752","1,233",39,6
OK,10/20/2020,40,57,886,830,15,9
OR,10/20/2020,6,6,202,134,11,5
PA,10/20/2020,24,23,"1,420","1,134",27,9
PR,10/20/2020,9,9,408,287,35,9
RI,10/20/2020,2,2,127,126,1,0
SC,10/20/2020,39,44,758,616,8,2
SD,10/20/2020,10,14,333,318,4,2
TN,10/20/2020,27,24,"1,482","1,314",6,3
TX,10/20/2020,107,133,"5,474","4,778",82,57
UT,10/20/2020,4,4,318,311,12,10
VA,10/20/2020,33,40,"1,010",668,12,7
VI,10/20/2020,1,2,4,4,0,0
VT,10/20/2020,1,1,0,0,0,0
WA,10/20/2020,12,17,396,303,7,6
WI,10/20/2020,32,33,"1,582","1,283",8,1
WV,10/20/2020,12,17,271,218,0,0
WY,10/20/2020,5,5,89,76,1,0
AK,10/19/2020,3,4,66,39,1,1
AL,10/19/2020,30,34,"1,007",873,17,12
AR,10/19/2020,34,38,699,584,9,5
AZ,10/19/2020,22,24,826,547,123,115
CA,10/19/2020,60,78,"3,092","2,311",35,19
CO,10/19/2020,7,8,474,371,20,18
CT,10/19/2020,7,7,319,215,7,5
DC,10/19/2020,2,2,141,105,14,0
DE,10/19/2020,3,4,180,134,2,1
FL,10/19/2020,14,24,"2,423","2,238",23,20
GA,10/19/2020,35,44,"1,619","1,307",72,11
HI,10/19/2020,1,2,99,87,2,2
IA,10/19/2020,3,7,534,500,6,1
ID,10/19/2020,3,3,224,211,2,1
IL,10/19/2020,23,26,"2,416","1,709",60,37
IN,10/19/2020,21,27,"1,419","1,059",31,14
KS,10/19/2020,25,37,438,371,4,1
KY,10/19/2020,3,7,803,665,15,1
LA,10/19/2020,38,46,486,"1,061",7,3
MA,10/19/2020,3,2,434,286,10,4
MD,10/19/2020,8,7,712,424,50,5
ME,10/19/2020,7,7,20,10,0,0
MI,10/19/2020,9,12,"1,117",914,11,5
MN,10/19/2020,22,24,684,564,20,17
MO,10/19/2020,47,53,"1,420","1,247",78,16
MS,10/19/2020,22,31,611,541,5,0
MT,10/19/2020,15,16,354,337,4,0
NC,10/19/2020,2,4,"1,462","1,070",25,6
ND,10/19/2020,20,20,219,198,1,1
NE,10/19/2020,18,22,424,369,5,1
NH,10/19/2020,4,5,49,15,2,0
NJ,10/19/2020,12,11,798,602,29,11
NM,10/19/2020,11,14,245,213,5,2
NV,10/19/2020,6,7,501,435,7,5
NY,10/19/2020,16,14,"1,656","1,042",89,16
OH,10/19/2020,16,20,"1,629","1,148",47,8
OK,10/19/2020,43,58,931,820,15,12
OR,10/19/2020,4,4,180,130,10,5
PA,10/19/2020,23,22,"1,321","1,052",22,8
PR,10/19/2020,9,9,353,226,40,9
RI,10/19/2020,2,2,129,127,3,3
SC,10/19/2020,40,44,738,612,5,0
SD,10/19/2020,9,14,330,309,4,2
TN,10/19/2020,29,25,"1,435","1,299",18,5
TX,10/19/2020,113,138,"5,226","4,589",77,55
UT,10/19/2020,5,5,295,293,13,12
VA,10/19/2020,33,41,"1,086",780,9,6
VI,10/19/2020,1,2,4,4,0,0
VT,10/19/2020,1,1,3,0,0,0
WA,10/19/2020,15,17,397,289,6,3
WI,10/19/2020,34,32,"1,495","1,250",12,1
WV,10/19/2020,13,18,269,221,0,0
WY,10/19/2020,5,6,82,76,0,0
AK,10/18/2020,2,3,65,41,1,1
AL,10/18/2020,32,34,984,842,28,22
AR,10/18/2020,35,38,623,562,12,6
AZ,10/18/2020,21,25,820,520,120,118
CA,10/18/2020,60,75,"3,118","2,269",36,23
CO,10/18/2020,7,8,466,351,17,12
CT,10/18/2020,7,7,328,198,12,4
DC,10/18/2020,2,2,132,101,13,2
DE,10/18/2020,3,4,166,132,5,1
FL,10/18/2020,16,27,"2,396","2,200",28,20
GA,10/18/2020,35,43,"1,566","1,265",91,25
HI,10/18/2020,2,2,103,92,4,2
IA,10/18/2020,6,9,516,477,2,1
ID,10/18/2020,2,3,230,210,2,1
IL,10/18/2020,25,29,"2,291","1,556",74,42
IN,10/18/2020,19,26,"1,366",996,30,16
KS,10/18/2020,27,33,460,381,4,4
KY,10/18/2020,2,6,775,630,15,0
LA,10/18/2020,39,47,492,"1,056",8,5
MA,10/18/2020,6,5,442,283,7,5
MD,10/18/2020,9,8,711,445,25,8
ME,10/18/2020,7,7,37,10,0,0
MI,10/18/2020,8,12,"1,084",898,9,5
MN,10/18/2020,20,23,649,537,18,11
MO,10/18/2020,50,56,"1,422","1,218",25,14
MS,10/18/2020,26,31,538,493,4,4
MT,10/18/2020,16,18,353,340,1,0
NC,10/18/2020,4,5,"1,425","1,039",21,4
ND,10/18/2020,20,19,223,201,5,3
NE,10/18/2020,19,22,396,347,9,1
NH,10/18/2020,5,6,49,15,1,0
NJ,10/18/2020,12,12,775,577,21,5
NM,10/18/2020,14,14,236,185,6,3
NV,10/18/2020,4,6,459,408,4,4
NY,10/18/2020,11,10,"1,666",983,43,16
OH,10/18/2020,18,21,"1,540","1,095",38,12
OK,10/18/2020,44,58,893,777,16,14
OR,10/18/2020,4,5,225,139,9,4
PA,10/18/2020,25,26,"1,317",989,25,13
PR,10/18/2020,9,9,293,154,30,11
RI,10/18/2020,1,1,130,123,2,2
SC,10/18/2020,42,46,697,599,4,0
SD,10/18/2020,10,13,304,291,3,2
TN,10/18/2020,26,22,"1,385","1,252",13,3
TX,10/18/2020,101,127,"4,935","4,340",72,49
UT,10/18/2020,5,6,294,292,11,11
VA,10/18/2020,30,37,"1,111",764,10,7
VI,10/18/2020,1,2,3,3,0,0
VT,10/18/2020,1,1,2,0,0,0
WA,10/18/2020,10,17,389,281,7,3
WI,10/18/2020,38,38,"1,358","1,171",15,7
WV,10/18/2020,9,16,256,210,1,0
WY,10/18/2020,5,6,76,70,0,0
AK,10/17/2020,2,3,67,41,2,1
AL,10/17/2020,30,34,"1,012",836,27,20
AR,10/17/2020,36,39,666,552,13,6
AZ,10/17/2020,25,26,803,506,121,114
CA,10/17/2020,56,74,"3,050","2,223",36,21
CO,10/17/2020,7,7,468,334,14,11
CT,10/17/2020,7,7,318,185,9,2
DC,10/17/2020,2,2,140,100,14,2
DE,10/17/2020,3,4,162,126,8,2
FL,10/17/2020,13,26,"2,380","2,133",29,20
GA,10/17/2020,38,45,"1,591","1,314",107,42
HI,10/17/2020,2,2,91,85,3,1
IA,10/17/2020,6,7,497,467,6,2
ID,10/17/2020,2,3,219,208,0,0
IL,10/17/2020,22,26,"2,335","1,488",120,78
IN,10/17/2020,20,26,"1,375","1,008",39,15
KS,10/17/2020,28,36,489,380,5,4
KY,10/17/2020,2,4,746,614,18,0
LA,10/17/2020,39,47,497,"1,046",6,4
MA,10/17/2020,5,5,422,260,6,5
MD,10/17/2020,9,8,711,432,23,8
ME,10/17/2020,6,6,24,10,0,0
MI,10/17/2020,9,12,"1,084",880,9,5
MN,10/17/2020,22,25,639,508,16,10
MO,10/17/2020,49,56,"1,398","1,199",21,16
MS,10/17/2020,26,33,504,465,4,4
MT,10/17/2020,16,18,348,329,3,1
NC,10/17/2020,3,4,"1,384","1,031",37,6
ND,10/17/2020,20,19,213,196,1,1
NE,10/17/2020,19,22,360,313,9,2
NH,10/17/2020,4,6,47,16,0,0
NJ,10/17/2020,11,12,748,550,18,2
NM,10/17/2020,12,13,219,166,6,2
NV,10/17/2020,4,7,468,406,3,2
NY,10/17/2020,12,11,"1,684",963,49,16
OH,10/17/2020,18,22,"1,554","1,076",26,11
OK,10/17/2020,44,58,863,760,17,12
OR,10/17/2020,5,6,230,153,7,3
PA,10/17/2020,25,26,"1,357",983,26,14
PR,10/17/2020,9,9,305,195,43,11
RI,10/17/2020,2,2,117,116,1,1
SC,10/17/2020,42,46,718,599,1,0
SD,10/17/2020,11,13,303,291,2,2
TN,10/17/2020,26,22,"1,397","1,277",11,3
TX,10/17/2020,96,122,"6,394","4,132",178,38
UT,10/17/2020,5,6,296,286,9,9
VA,10/17/2020,30,37,"1,086",756,9,6
VI,10/17/2020,1,2,4,4,0,0
VT,10/17/2020,1,1,3,0,0,0
WA,10/17/2020,14,19,377,281,6,2
WI,10/17/2020,33,35,"1,399","1,155",13,6
WV,10/17/2020,12,17,254,203,3,1
WY,10/17/2020,5,6,74,64,2,0
AK,10/16/2020,2,3,59,41,9,9
AL,10/16/2020,31,35,"1,008",870,26,22
AR,10/16/2020,37,42,691,575,11,5
AZ,10/16/2020,23,26,802,512,120,113
CA,10/16/2020,55,74,"3,106","2,256",40,20
CO,10/16/2020,7,7,467,347,17,13
CT,10/16/2020,6,5,341,189,10,1
DC,10/16/2020,2,2,142,108,12,2
DE,10/16/2020,3,4,149,127,2,2
FL,10/16/2020,14,27,"2,474","2,213",28,21
GA,10/16/2020,36,46,"1,637","1,345",101,44
HI,10/16/2020,1,1,99,93,3,0
IA,10/16/2020,6,8,505,456,8,2
ID,10/16/2020,2,3,205,194,3,3
IL,10/16/2020,22,27,"2,217","1,452",121,70
IN,10/16/2020,23,27,"1,350",981,33,16
KS,10/16/2020,30,41,467,372,7,4
KY,10/16/2020,2,4,757,622,19,1
LA,10/16/2020,39,46,499,"1,053",1,1
MA,10/16/2020,5,5,430,253,7,4
MD,10/16/2020,8,8,727,407,8,6
ME,10/16/2020,8,6,29,10,0,0
MI,10/16/2020,10,6,"1,067",847,9,4
MN,10/16/2020,24,26,625,507,15,9
MO,10/16/2020,53,58,"1,411","1,194",33,21
MS,10/16/2020,28,33,502,475,4,4
MT,10/16/2020,19,19,343,321,1,0
NC,10/16/2020,3,5,"1,427","1,038",26,7
ND,10/16/2020,20,20,221,204,2,1
NE,10/16/2020,17,22,365,322,4,1
NH,10/16/2020,5,6,38,17,0,0
NJ,10/16/2020,12,12,777,562,17,1
NM,10/16/2020,9,11,209,160,6,2
NV,10/16/2020,5,6,515,429,6,1
NY,10/16/2020,13,12,"1,779","1,022",53,14
OH,10/16/2020,18,21,"1,568","1,082",57,15
OK,10/16/2020,45,56,865,767,22,16
OR,10/16/2020,7,7,212,146,6,2
PA,10/16/2020,25,26,"1,302",920,26,13
